case_id,expected_rule_id,expected_proof_state,expected_corrective_action,expected_human_review_flag,predicted_rule_id,predicted_proof_state,validated_proof_state,proof_state_confidence,supporting_evidence,missing_evidence,evidence_matrix_json,framework_corrective_action,framework_case_file_summary,human_review_flag,unsupported_claim_flag,legal_validation_passed,evidence_completeness_score,rule_match_flag,model_variant,output_version
CASE_2768,MIN_R03,confirmed_violation,Stop release; submit verified lab report; provide mercury-waste record,no,MIN_R03,confirmed_violation,confirmed_violation,0.84,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Stop release; submit verified lab report; provide mercury-waste record,"CASE_2768: Minamata-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.953,yes,EnvLex-Lite,v1.0
CASE_2769,STO_R05,insufficient_evidence,Request additional evidence before enforcement classification,no,STO_R05,insufficient_evidence,insufficient_evidence,0.566,regulated item and controlled action; document gap,complete required document; verified evidence-quality record; domestic mapping confirmation,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2769: Stockholm-inspired case assessed as insufficient evidence based on regulated item and controlled action, document gap.",no,no,yes,0.881,yes,EnvLex-Lite,v1.0
CASE_2770,ROT_R05,insufficient_evidence,Request additional evidence before enforcement classification,no,ROT_R05,insufficient_evidence,insufficient_evidence,0.809,regulated item and controlled action; document gap; threshold exceedance; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""invalid"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2770: Rotterdam-inspired case assessed as insufficient evidence based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.846,yes,EnvLex-Lite,v1.0
CASE_2771,MIN_R05,probable_violation,Request missing support; issue provisional review notice; verify documents,no,MIN_R02,insufficient_evidence,insufficient_evidence,0.65,regulated item and controlled action; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2771: Minamata-inspired case assessed as insufficient evidence based on regulated item and controlled action, threshold exceedance, valid evidence quality.",no,no,no,0.864,no,EnvLex-Lite,v1.0
CASE_2772,ROT_R05,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,ROT_R05,human_review_required,human_review_required,0.808,regulated item and controlled action; domestic/permit mapping available,complete required document; verified evidence-quality record; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""unverified"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_2772: Rotterdam-inspired case assessed as human review required based on regulated item and controlled action, domestic/permit mapping available.",yes,no,yes,0.831,yes,EnvLex-Lite,v1.0
CASE_2773,STO_R01,confirmed_violation,Verify exemption status; submit complete disposal/storage documentation,no,STO_R01,confirmed_violation,confirmed_violation,0.974,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Verify exemption status; submit complete disposal/storage documentation,"CASE_2773: Stockholm-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.868,yes,EnvLex-Lite,v1.0
CASE_2774,BAS_R03,insufficient_evidence,Request additional evidence before enforcement classification,no,BAS_R03,insufficient_evidence,insufficient_evidence,0.593,regulated item and controlled action; document gap; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""invalid"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2774: Basel-inspired case assessed as insufficient evidence based on regulated item and controlled action, document gap, domestic/permit mapping available.",no,no,yes,0.839,yes,EnvLex-Lite,v1.0
CASE_2775,STO_R04,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,STO_R04,human_review_required,human_review_required,0.718,regulated item and controlled action,complete required document; verified evidence-quality record; domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""unverified"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,CASE_2775: Stockholm-inspired case assessed as human review required based on regulated item and controlled action.,yes,no,yes,0.723,yes,EnvLex-Lite,v1.0
CASE_2776,ROT_R03,no_violation,Close preliminary review; retain compliance record,no,ROT_R03,no_violation,no_violation,0.827,valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""no"",""obligation_exists"":""yes"",""factual_breach"":""no"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_2776: Rotterdam-inspired case assessed as no violation based on valid evidence quality, domestic/permit mapping available.",no,no,yes,0.896,yes,EnvLex-Lite,v1.0
CASE_2777,BAS_R05,no_violation,Close preliminary review; retain compliance record,no,BAS_R05,no_violation,no_violation,0.882,regulated item and controlled action; valid evidence quality,none,"{""rule_applicability"":""yes"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_2777: Basel-inspired case assessed as no violation based on regulated item and controlled action, valid evidence quality.",no,no,yes,0.895,yes,EnvLex-Lite,v1.0
CASE_2778,STO_R01,confirmed_violation,Verify exemption status; submit complete disposal/storage documentation,no,STO_R01,confirmed_violation,confirmed_violation,0.916,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Verify exemption status; submit complete disposal/storage documentation,"CASE_2778: Stockholm-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.956,yes,EnvLex-Lite,v1.0
CASE_2779,ROT_R03,insufficient_evidence,Request additional evidence before enforcement classification,no,ROT_R03,insufficient_evidence,insufficient_evidence,0.732,regulated item and controlled action; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""missing"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2779: Rotterdam-inspired case assessed as insufficient evidence based on regulated item and controlled action, domestic/permit mapping available.",no,no,yes,0.785,yes,EnvLex-Lite,v1.0
CASE_2780,MIN_R04,no_violation,Close preliminary review; retain compliance record,no,MIN_R03,human_review_required,human_review_required,0.619,valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""yes"",""factual_breach"":""no"",""evidence_quality"":""valid"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Escalate to human reviewer for legal and factual assessment,CASE_2780: Minamata-inspired case assessed as human review required based on valid evidence quality.,yes,no,yes,0.86,no,EnvLex-Lite,v1.0
CASE_2781,MIN_R04,insufficient_evidence,Request additional evidence before enforcement classification,no,MIN_R04,insufficient_evidence,insufficient_evidence,0.817,regulated item and controlled action; document gap; threshold exceedance; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""missing"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2781: Minamata-inspired case assessed as insufficient evidence based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.769,yes,EnvLex-Lite,v1.0
CASE_2782,STO_R04,no_violation,Close preliminary review; retain compliance record,no,STO_R04,no_violation,no_violation,0.934,regulated item and controlled action; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""no"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_2782: Stockholm-inspired case assessed as no violation based on regulated item and controlled action, valid evidence quality, domestic/permit mapping available.",no,no,yes,0.876,yes,EnvLex-Lite,v1.0
CASE_2783,ROT_R03,insufficient_evidence,Request additional evidence before enforcement classification,no,ROT_R03,insufficient_evidence,insufficient_evidence,0.616,regulated item and controlled action,complete required document; verified evidence-quality record; domestic mapping confirmation,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,CASE_2783: Rotterdam-inspired case assessed as insufficient evidence based on regulated item and controlled action.,no,no,yes,0.77,yes,EnvLex-Lite,v1.0
CASE_2784,ROT_R02,probable_violation,Request missing support; issue provisional review notice; verify documents,no,ROT_R02,probable_violation,probable_violation,0.707,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_2784: Rotterdam-inspired case assessed as probable violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.869,yes,EnvLex-Lite,v1.0
CASE_2785,BAS_R04,insufficient_evidence,Request additional evidence before enforcement classification,no,BAS_R04,insufficient_evidence,insufficient_evidence,0.652,regulated item and controlled action; document gap,complete required document; verified evidence-quality record; domestic mapping confirmation,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""invalid"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2785: Basel-inspired case assessed as insufficient evidence based on regulated item and controlled action, document gap.",no,no,yes,0.701,yes,EnvLex-Lite,v1.0
CASE_2786,BAS_R01,insufficient_evidence,Request additional evidence before enforcement classification,no,BAS_R01,insufficient_evidence,insufficient_evidence,0.794,regulated item and controlled action,complete required document; verified evidence-quality record; domestic mapping confirmation,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""missing"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,CASE_2786: Basel-inspired case assessed as insufficient evidence based on regulated item and controlled action.,no,no,yes,0.886,yes,EnvLex-Lite,v1.0
CASE_2787,MIN_R01,no_violation,Close preliminary review; retain compliance record,no,MIN_R01,no_violation,no_violation,0.903,valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""valid"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,CASE_2787: Minamata-inspired case assessed as no violation based on valid evidence quality.,no,no,yes,0.961,yes,EnvLex-Lite,v1.0
CASE_2788,MON_R02,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,MON_R02,human_review_required,human_review_required,0.635,regulated item and controlled action; domestic/permit mapping available,verified evidence-quality record; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_2788: Montreal-inspired case assessed as human review required based on regulated item and controlled action, domestic/permit mapping available.",yes,no,yes,0.887,yes,EnvLex-Lite,v1.0
CASE_2789,BAS_R05,probable_violation,Request missing support; issue provisional review notice; verify documents,no,BAS_R05,probable_violation,probable_violation,0.774,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_2789: Basel-inspired case assessed as probable violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.897,yes,EnvLex-Lite,v1.0
CASE_2790,BAS_R02,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,BAS_R02,human_review_required,human_review_required,0.573,regulated item and controlled action,verified evidence-quality record; domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""no"",""missing_critical_field"":""yes"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,CASE_2790: Basel-inspired case assessed as human review required based on regulated item and controlled action.,yes,no,yes,0.865,yes,EnvLex-Lite,v1.0
CASE_2791,MIN_R04,no_violation,Close preliminary review; retain compliance record,no,MIN_R04,no_violation,no_violation,0.913,valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""no"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_2791: Minamata-inspired case assessed as no violation based on valid evidence quality, domestic/permit mapping available.",no,no,yes,0.934,yes,EnvLex-Lite,v1.0
CASE_2792,MIN_R05,confirmed_violation,Stop release; submit verified lab report; provide mercury-waste record,no,MIN_R05,confirmed_violation,confirmed_violation,0.937,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Stop release; submit verified lab report; provide mercury-waste record,"CASE_2792: Minamata-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.942,yes,EnvLex-Lite,v1.0
CASE_2793,BAS_R05,probable_violation,Request missing support; issue provisional review notice; verify documents,no,BAS_R05,probable_violation,probable_violation,0.807,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_2793: Basel-inspired case assessed as probable violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.94,yes,EnvLex-Lite,v1.0
CASE_2794,ROT_R04,no_violation,Close preliminary review; retain compliance record,no,ROT_R04,no_violation,no_violation,0.951,threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""no"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_2794: Rotterdam-inspired case assessed as no violation based on threshold exceedance, valid evidence quality, domestic/permit mapping available.",no,no,yes,0.886,yes,EnvLex-Lite,v1.0
CASE_2795,MIN_R04,confirmed_violation,Stop release; submit verified lab report; provide mercury-waste record,no,MIN_R04,confirmed_violation,confirmed_violation,0.926,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Stop release; submit verified lab report; provide mercury-waste record,"CASE_2795: Minamata-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.945,yes,EnvLex-Lite,v1.0
CASE_2796,MON_R05,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,MON_R05,human_review_required,human_review_required,0.603,regulated item and controlled action; threshold exceedance,complete required document; verified evidence-quality record; domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""no"",""missing_critical_field"":""yes"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_2796: Montreal-inspired case assessed as human review required based on regulated item and controlled action, threshold exceedance.",yes,no,yes,0.858,yes,EnvLex-Lite,v1.0
CASE_2797,ROT_R01,confirmed_violation,Hold export; obtain prior consent; submit authorization record,no,ROT_R01,confirmed_violation,confirmed_violation,0.848,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Hold export; obtain prior consent; submit authorization record,"CASE_2797: Rotterdam-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.967,yes,EnvLex-Lite,v1.0
CASE_2798,STO_R03,insufficient_evidence,Request additional evidence before enforcement classification,no,STO_R03,insufficient_evidence,insufficient_evidence,0.825,regulated item and controlled action; threshold exceedance; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2798: Stockholm-inspired case assessed as insufficient evidence based on regulated item and controlled action, threshold exceedance, domestic/permit mapping available.",no,no,yes,0.794,yes,EnvLex-Lite,v1.0
CASE_2799,BAS_R01,confirmed_violation,Suspend movement; obtain consent; submit movement/disposal trail,no,BAS_R01,confirmed_violation,confirmed_violation,0.93,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend movement; obtain consent; submit movement/disposal trail,"CASE_2799: Basel-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.975,yes,EnvLex-Lite,v1.0
CASE_2800,MIN_R02,probable_violation,Request missing support; issue provisional review notice; verify documents,no,MIN_R02,probable_violation,probable_violation,0.822,regulated item and controlled action; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_2800: Minamata-inspired case assessed as probable violation based on regulated item and controlled action, threshold exceedance, valid evidence quality.",no,no,yes,0.881,yes,EnvLex-Lite,v1.0
CASE_2801,MIN_R02,probable_violation,Request missing support; issue provisional review notice; verify documents,no,MIN_R04,confirmed_violation,confirmed_violation,0.528,regulated item and controlled action; document gap; threshold exceedance; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""partial"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Stop release; submit verified lab report; provide mercury-waste record,"CASE_2801: Minamata-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,yes,no,0.461,no,EnvLex-Lite,v1.0
CASE_2802,MON_R04,probable_violation,Request missing support; issue provisional review notice; verify documents,no,MON_R04,probable_violation,probable_violation,0.733,regulated item and controlled action; threshold exceedance; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""partial"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_2802: Montreal-inspired case assessed as probable violation based on regulated item and controlled action, threshold exceedance, domestic/permit mapping available.",no,no,yes,0.903,yes,EnvLex-Lite,v1.0
CASE_2803,ROT_R03,confirmed_violation,Hold export; obtain prior consent; submit authorization record,no,ROT_R03,confirmed_violation,confirmed_violation,0.978,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Hold export; obtain prior consent; submit authorization record,"CASE_2803: Rotterdam-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.866,yes,EnvLex-Lite,v1.0
CASE_2804,ROT_R03,no_violation,Close preliminary review; retain compliance record,no,ROT_R03,no_violation,no_violation,0.911,threshold exceedance; valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""valid"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_2804: Rotterdam-inspired case assessed as no violation based on threshold exceedance, valid evidence quality.",no,no,yes,0.864,yes,EnvLex-Lite,v1.0
CASE_2805,BAS_R01,no_violation,Close preliminary review; retain compliance record,no,BAS_R01,no_violation,no_violation,0.888,valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""yes"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,CASE_2805: Basel-inspired case assessed as no violation based on valid evidence quality.,no,no,yes,0.869,yes,EnvLex-Lite,v1.0
CASE_2806,STO_R03,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,STO_R03,human_review_required,human_review_required,0.811,regulated item and controlled action; threshold exceedance,complete required document; verified evidence-quality record; domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""unverified"",""domestic_mapping"":""no"",""missing_critical_field"":""no"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_2806: Stockholm-inspired case assessed as human review required based on regulated item and controlled action, threshold exceedance.",yes,no,yes,0.718,yes,EnvLex-Lite,v1.0
CASE_2807,STO_R01,no_violation,Close preliminary review; retain compliance record,no,STO_R01,no_violation,no_violation,0.895,valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""no"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_2807: Stockholm-inspired case assessed as no violation based on valid evidence quality, domestic/permit mapping available.",no,no,yes,0.924,yes,EnvLex-Lite,v1.0
CASE_2808,BAS_R05,confirmed_violation,Suspend movement; obtain consent; submit movement/disposal trail,no,BAS_R05,confirmed_violation,confirmed_violation,0.862,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend movement; obtain consent; submit movement/disposal trail,"CASE_2808: Basel-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.916,yes,EnvLex-Lite,v1.0
CASE_2809,BAS_R03,insufficient_evidence,Request additional evidence before enforcement classification,no,BAS_R03,insufficient_evidence,insufficient_evidence,0.73,regulated item and controlled action; document gap; threshold exceedance,complete required document; verified evidence-quality record; domestic mapping confirmation,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""missing"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_2809: Basel-inspired case assessed as insufficient evidence based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.854,yes,EnvLex-Lite,v1.0
CASE_2810,MON_R04,confirmed_violation,Suspend ODS activity; provide license and quota compliance record,no,MON_R04,confirmed_violation,confirmed_violation,0.965,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""verified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend ODS activity; provide license and quota compliance record,"CASE_2810: Montreal-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.883,yes,EnvLex-Lite,v1.0
CASE_2811,MON_R01,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,MON_R01,human_review_required,human_review_required,0.678,regulated item and controlled action; domestic/permit mapping available,verified evidence-quality record; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_2811: Montreal-inspired case assessed as human review required based on regulated item and controlled action, domestic/permit mapping available.",yes,no,yes,0.847,yes,EnvLex-Lite,v1.0
CASE_2812,MON_R02,no_violation,Close preliminary review; retain compliance record,no,MON_R02,no_violation,no_violation,0.902,valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""yes"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,CASE_2812: Montreal-inspired case assessed as no violation based on valid evidence quality.,no,no,yes,0.936,yes,EnvLex-Lite,v1.0
