case_id,rule_family,candidate_rule_id,entity_type,material_type,action_type,is_regulated_item,is_controlled_action,required_document_status,exemption_status,observed_value,legal_limit,unit,exceedance_ratio,evidence_quality,domestic_mapping_available,prior_warning,repeat_event,inspection_text,normalized_text_length_words,missing_critical_field,structured_text_conflict,rule_applicability,obligation_exists,factual_breach_indicator,evidence_complete,case_complexity_score,rule_logic_type,public_record_flag,deidentified
CASE_2587,Montreal-inspired,MON_R03,importer,HCFC_batch,use,no,yes,not_required,not_applicable,49.8,125.8,kg,0.396,verified,yes,no,yes,Officer remark reports valid documentation and no threshold exceedance. ODS license and quota evidence were examined.,16,no,no,no,yes,no,yes,0.4,quota-based,deidentified_rule_mapped,yes
CASE_2588,Basel-inspired,BAS_R01,storage_operator,hazardous_waste,movement,yes,yes,expired,not_applicable,3107.9,3766.1,kg,0.825,valid,yes,yes,no,Audit observation confirms breach indicators with supporting document gap. Hazardous waste movement trail was checked.,15,no,no,yes,yes,yes,yes,0.58,document-based,deidentified_rule_mapped,yes
CASE_2589,Basel-inspired,BAS_R05,industrial_facility,spent_acid,movement,no,no,valid,valid,816.2,1052,kg,0.776,valid,yes,yes,yes,Inspection note confirms required record was available and no breach indicator was observed. Hazardous waste movement trail was checked.,19,no,no,no,no,no,yes,0.31,document-based,deidentified_rule_mapped,yes
CASE_2590,Montreal-inspired,MON_R01,chemical_exporter,controlled_ODS,import,yes,yes,partial,not_recorded,735.1,719.3,kg,1.022,unverified,yes,yes,no,Officer remark contains ambiguous mapping and unclear exemption status. ODS license and quota evidence were examined.,16,no,yes,yes,unclear,unknown,partial,0.49,quota-based,deidentified_rule_mapped,yes
CASE_2591,Minamata-inspired,MIN_R04,waste_handler,mercury_contaminated_effluent,treatment,yes,yes,invalid,not_applicable,0.0588,0.0423,mg/L,1.39,valid,yes,yes,yes,Officer remark indicates regulated activity continued despite missing consent evidence. Mercury value and laboratory evidence were examined.,17,no,no,yes,yes,yes,yes,0.63,threshold-based,deidentified_rule_mapped,yes
CASE_2592,Montreal-inspired,MON_R04,storage_operator,ODS_blend,sale,yes,yes,expired,not_applicable,227.2,146,kg,1.556,verified,yes,no,no,Officer remark indicates regulated activity continued despite missing consent evidence. ODS license and quota evidence were examined.,17,no,no,yes,yes,yes,yes,0.59,quota-based,deidentified_rule_mapped,yes
CASE_2593,Rotterdam-inspired,ROT_R04,chemical_exporter,restricted_solvent,export,yes,yes,invalid,not_applicable,427,1062.1,kg,0.402,verified,yes,yes,yes,Officer remark indicates regulated activity continued despite missing consent evidence. Export consent record was reviewed.,15,no,no,yes,yes,yes,yes,0.33,consent-based,deidentified_rule_mapped,yes
CASE_2594,Montreal-inspired,MON_R05,industrial_facility,refrigerant_stock,import,yes,yes,available,not_applicable,582.8,653.9,kg,0.891,valid,not_required,no,no,Inspection note confirms required record was available and no breach indicator was observed. ODS license and quota evidence were examined.,20,no,no,yes,yes,no,yes,0.59,quota-based,deidentified_rule_mapped,yes
CASE_2595,Basel-inspired,BAS_R05,industrial_facility,spent_acid,movement,yes,yes,unavailable,not_recorded,795.7,1845.9,kg,0.431,invalid,unclear,no,yes,Inspection note is incomplete and critical evidence could not be verified. Hazardous waste movement trail was checked.,17,yes,no,yes,unclear,unknown,no,0.45,document-based,deidentified_rule_mapped,yes
CASE_2596,Stockholm-inspired,STO_R04,chemical_exporter,POP_contaminated_material,treatment,yes,yes,refused,invalid,149.2,394,kg,0.379,verified,yes,yes,yes,Audit observation confirms breach indicators with supporting document gap. POP exemption and disposal status were examined.,16,no,no,yes,yes,yes,yes,0.56,exemption-based,deidentified_rule_mapped,yes
CASE_2597,Montreal-inspired,MON_R04,industrial_facility,ODS_blend,sale,yes,yes,invalid,not_applicable,204.6,146,kg,1.401,valid,yes,yes,yes,Officer remark indicates regulated activity continued despite missing consent evidence. ODS license and quota evidence were examined.,17,no,no,yes,yes,yes,yes,0.42,quota-based,deidentified_rule_mapped,yes
CASE_2598,Stockholm-inspired,STO_R01,importer,listed_POP,use,yes,yes,expired,invalid,7.7,37.2,kg,0.207,valid,yes,yes,yes,Audit observation confirms breach indicators with supporting document gap. POP exemption and disposal status were examined.,16,no,no,yes,yes,yes,yes,0.41,exemption-based,deidentified_rule_mapped,yes
CASE_2599,Minamata-inspired,MIN_R01,industrial_facility,mercury_release,release,yes,yes,missing,not_applicable,0.0814,0.0413,mg/L,1.971,valid,yes,no,no,Audit observation indicates probable non-compliance pending final evidence verification. Mercury value and laboratory evidence were examined.,16,no,no,yes,yes,likely,partial,0.46,threshold-based,deidentified_rule_mapped,yes
CASE_2600,Stockholm-inspired,STO_R03,chemical_exporter,obsolete_pesticide_POP,disposal,yes,yes,available,not_applicable,185,351.3,kg,0.527,verified,not_required,yes,no,Audit observation shows activity did not trigger violation condition. POP exemption and disposal status were examined.,16,no,no,yes,no,no,yes,0.54,exemption-based,deidentified_rule_mapped,yes
CASE_2601,Rotterdam-inspired,ROT_R02,storage_operator,hazardous_chemical,cross_border_sale,yes,yes,partial,not_recorded,1308.8,1798,kg,0.728,unverified,unclear,yes,no,Officer remark reports missing record and unverified evidence quality. Export consent record was reviewed.,14,yes,no,yes,unclear,unknown,no,0.49,consent-based,deidentified_rule_mapped,yes
CASE_2602,Basel-inspired,BAS_R01,storage_operator,hazardous_waste,movement,yes,yes,refused,not_applicable,1194.7,2070.9,kg,0.577,verified,yes,yes,yes,Officer remark indicates regulated activity continued despite missing consent evidence. Hazardous waste movement trail was checked.,16,no,no,yes,yes,yes,yes,0.85,document-based,deidentified_rule_mapped,yes
CASE_2603,Rotterdam-inspired,ROT_R05,storage_operator,listed_formulation,cross_border_sale,yes,yes,unclear,not_recorded,898.8,1213.5,kg,0.741,missing,unclear,yes,yes,Inspection note is incomplete and critical evidence could not be verified. Export consent record was reviewed.,16,yes,no,yes,yes,unknown,no,0.65,consent-based,deidentified_rule_mapped,yes
CASE_2604,Stockholm-inspired,STO_R05,waste_handler,restricted_flame_retardant,use,yes,yes,missing,not_recorded,218.8,467.8,kg,0.468,invalid,unclear,yes,no,Officer remark reports missing record and unverified evidence quality. POP exemption and disposal status were examined.,16,yes,no,yes,unclear,unknown,no,0.7,exemption-based,deidentified_rule_mapped,yes
CASE_2605,Stockholm-inspired,STO_R05,storage_operator,restricted_flame_retardant,use,yes,yes,unclear,unclear,286.5,419.9,kg,0.682,partial,yes,no,yes,Audit observation indicates probable non-compliance pending final evidence verification. POP exemption and disposal status were examined.,16,yes,no,yes,yes,likely,partial,0.57,exemption-based,deidentified_rule_mapped,yes
CASE_2606,Rotterdam-inspired,ROT_R01,importer,listed_pesticide,export,yes,yes,missing,not_applicable,1698.9,2051.7,kg,0.828,valid,yes,no,yes,Inspection note suggests likely breach but one supporting record remains incomplete. Export consent record was reviewed.,16,yes,no,yes,yes,likely,partial,0.71,consent-based,deidentified_rule_mapped,yes
CASE_2607,Basel-inspired,BAS_R01,importer,hazardous_waste,movement,yes,yes,expired,not_applicable,242.6,953.9,kg,0.254,partial,yes,yes,no,Officer remark reports partial document trail and possible controlled activity. Hazardous waste movement trail was checked.,16,no,no,yes,yes,likely,partial,0.68,document-based,deidentified_rule_mapped,yes
CASE_2608,Rotterdam-inspired,ROT_R03,waste_handler,industrial_precursor,shipment,yes,yes,conflicting,conflicting,98.1,461.2,kg,0.213,partial,no,yes,yes,Officer remark contains ambiguous mapping and unclear exemption status. Export consent record was reviewed.,14,no,yes,yes,unclear,likely,partial,0.71,consent-based,deidentified_rule_mapped,yes
CASE_2609,Rotterdam-inspired,ROT_R03,industrial_facility,industrial_precursor,shipment,no,yes,valid,valid,795,875.3,kg,0.908,verified,yes,yes,yes,Inspection note confirms required record was available and no breach indicator was observed. Export consent record was reviewed.,18,no,no,no,no,no,yes,0.87,consent-based,deidentified_rule_mapped,yes
CASE_2610,Stockholm-inspired,STO_R04,chemical_exporter,POP_contaminated_material,treatment,yes,yes,unclear,invalid,398.3,339.6,kg,1.173,partial,yes,no,yes,Inspection note suggests likely breach but one supporting record remains incomplete. POP exemption and disposal status were examined.,18,no,no,yes,yes,likely,partial,0.38,exemption-based,deidentified_rule_mapped,yes
CASE_2611,Stockholm-inspired,STO_R03,importer,obsolete_pesticide_POP,disposal,yes,yes,unclear,conflicting,338.7,471.4,kg,0.718,unverified,no,no,yes,Audit observation shows mixed evidence requiring human legal review. POP exemption and disposal status were examined.,16,yes,yes,yes,yes,likely,partial,0.83,exemption-based,deidentified_rule_mapped,yes
CASE_2612,Minamata-inspired,MIN_R02,importer,mercury_waste,waste_handling,yes,yes,unclear,not_applicable,0.0407,0.0291,mg/L,1.399,partial,yes,yes,no,Inspection note suggests likely breach but one supporting record remains incomplete. Mercury value and laboratory evidence were examined.,18,no,no,yes,yes,likely,partial,0.35,threshold-based,deidentified_rule_mapped,yes
CASE_2613,Rotterdam-inspired,ROT_R04,chemical_exporter,restricted_solvent,export,no,no,valid,valid,1080.3,1239.3,kg,0.872,valid,not_required,no,no,Officer remark reports valid documentation and no threshold exceedance. Export consent record was reviewed.,14,no,no,no,yes,no,yes,0.56,consent-based,deidentified_rule_mapped,yes
CASE_2614,Rotterdam-inspired,ROT_R04,industrial_facility,restricted_solvent,export,yes,yes,missing,not_recorded,459.9,1242,kg,0.37,invalid,unclear,no,no,Officer remark reports missing record and unverified evidence quality. Export consent record was reviewed.,14,yes,no,yes,unclear,unknown,no,0.64,consent-based,deidentified_rule_mapped,yes
CASE_2615,Minamata-inspired,MIN_R01,waste_handler,mercury_release,release,yes,yes,unclear,conflicting,0.0453,0.0413,mg/L,1.097,unverified,no,no,yes,Audit observation shows mixed evidence requiring human legal review. Mercury value and laboratory evidence were examined.,16,yes,yes,yes,unclear,likely,partial,0.9,threshold-based,deidentified_rule_mapped,yes
CASE_2616,Basel-inspired,BAS_R04,importer,e_waste_residue,disposal_transfer,yes,no,available,valid,581.9,1434.6,kg,0.406,valid,yes,yes,no,Inspection note confirms required record was available and no breach indicator was observed. Hazardous waste movement trail was checked.,19,no,no,no,no,no,yes,0.68,document-based,deidentified_rule_mapped,yes
CASE_2617,Stockholm-inspired,STO_R02,importer,PCB_stock,storage,yes,yes,partial,not_recorded,272.5,408.1,kg,0.668,missing,yes,yes,yes,Inspection note is incomplete and critical evidence could not be verified. POP exemption and disposal status were examined.,18,yes,no,yes,unclear,unknown,no,0.87,exemption-based,deidentified_rule_mapped,yes
CASE_2618,Basel-inspired,BAS_R05,chemical_exporter,spent_acid,movement,no,no,available,valid,2548.2,4938.8,kg,0.516,valid,not_required,no,no,Inspection note confirms required record was available and no breach indicator was observed. Hazardous waste movement trail was checked.,19,no,no,no,no,no,yes,0.64,document-based,deidentified_rule_mapped,yes
CASE_2619,Rotterdam-inspired,ROT_R01,chemical_exporter,listed_pesticide,export,yes,yes,partial,unclear,345.1,2459.3,kg,0.14,partial,yes,yes,yes,Audit observation shows mixed evidence requiring human legal review. Export consent record was reviewed.,14,yes,yes,yes,unclear,likely,partial,0.68,consent-based,deidentified_rule_mapped,yes
CASE_2620,Montreal-inspired,MON_R01,storage_operator,controlled_ODS,import,yes,yes,expired,not_applicable,912.1,719.3,kg,1.268,verified,yes,no,no,Officer remark indicates regulated activity continued despite missing consent evidence. ODS license and quota evidence were examined.,17,no,no,yes,yes,yes,yes,0.83,quota-based,deidentified_rule_mapped,yes
CASE_2621,Rotterdam-inspired,ROT_R03,industrial_facility,industrial_precursor,shipment,yes,yes,unavailable,unclear,203.3,706.9,kg,0.288,missing,unclear,no,yes,Audit observation lacks enough support for a confirmed legal conclusion. Export consent record was reviewed.,15,yes,no,yes,yes,unknown,no,0.45,consent-based,deidentified_rule_mapped,yes
CASE_2622,Stockholm-inspired,STO_R02,storage_operator,PCB_stock,storage,yes,yes,partial,invalid,61.8,87,kg,0.71,valid,yes,no,no,Audit observation indicates probable non-compliance pending final evidence verification. POP exemption and disposal status were examined.,16,yes,no,yes,yes,likely,partial,0.6,exemption-based,deidentified_rule_mapped,yes
CASE_2623,Stockholm-inspired,STO_R01,waste_handler,listed_POP,use,no,no,valid,valid,4.8,31.4,kg,0.153,valid,not_required,yes,no,Inspection note confirms required record was available and no breach indicator was observed. POP exemption and disposal status were examined.,20,no,no,no,no,no,yes,0.7,exemption-based,deidentified_rule_mapped,yes
CASE_2624,Rotterdam-inspired,ROT_R05,chemical_exporter,listed_formulation,cross_border_sale,yes,yes,available,not_applicable,588.2,987.2,kg,0.596,verified,not_required,no,yes,Officer remark reports valid documentation and no threshold exceedance. Export consent record was reviewed.,14,no,no,yes,yes,no,yes,0.4,consent-based,deidentified_rule_mapped,yes
CASE_2625,Basel-inspired,BAS_R02,importer,waste_solvent,export,no,no,not_required,not_applicable,2197.5,4190.2,kg,0.524,verified,yes,no,yes,Audit observation shows activity did not trigger violation condition. Hazardous waste movement trail was checked.,15,no,no,no,yes,no,yes,0.55,document-based,deidentified_rule_mapped,yes
CASE_2626,Stockholm-inspired,STO_R03,industrial_facility,obsolete_pesticide_POP,disposal,yes,yes,unclear,invalid,32.9,69.3,kg,0.475,valid,yes,no,yes,Inspection note suggests likely breach but one supporting record remains incomplete. POP exemption and disposal status were examined.,18,yes,no,yes,yes,likely,partial,0.49,exemption-based,deidentified_rule_mapped,yes
CASE_2627,Rotterdam-inspired,ROT_R04,waste_handler,restricted_solvent,export,yes,yes,partial,not_recorded,526.1,885.3,kg,0.594,unverified,unclear,yes,no,Inspection note is incomplete and critical evidence could not be verified. Export consent record was reviewed.,16,yes,no,yes,unclear,unknown,no,0.92,consent-based,deidentified_rule_mapped,yes
CASE_2628,Rotterdam-inspired,ROT_R03,chemical_exporter,industrial_precursor,shipment,yes,no,valid,valid,35.3,120.9,kg,0.292,verified,not_required,no,no,Inspection note confirms required record was available and no breach indicator was observed. Export consent record was reviewed.,18,no,no,no,no,no,yes,0.5,consent-based,deidentified_rule_mapped,yes
CASE_2629,Rotterdam-inspired,ROT_R04,industrial_facility,restricted_solvent,export,yes,yes,expired,not_applicable,304.7,1187.6,kg,0.257,valid,yes,no,yes,Officer remark indicates regulated activity continued despite missing consent evidence. Export consent record was reviewed.,15,no,no,yes,yes,yes,yes,0.54,consent-based,deidentified_rule_mapped,yes
CASE_2630,Rotterdam-inspired,ROT_R03,waste_handler,industrial_precursor,shipment,yes,yes,unavailable,not_recorded,606.5,543.7,kg,1.116,unverified,yes,no,yes,Inspection note is incomplete and critical evidence could not be verified. Export consent record was reviewed.,16,yes,no,yes,yes,unknown,no,0.78,consent-based,deidentified_rule_mapped,yes
CASE_2631,Montreal-inspired,MON_R02,waste_handler,CFC_stock,production,yes,yes,refused,not_applicable,284.8,266.5,kg,1.069,valid,yes,no,yes,Inspection note states that required authorization was not produced during review. ODS license and quota evidence were examined.,18,no,no,yes,yes,yes,yes,0.52,quota-based,deidentified_rule_mapped,yes
CASE_2632,Montreal-inspired,MON_R05,storage_operator,refrigerant_stock,import,no,yes,valid,valid,567.7,653.9,kg,0.868,verified,yes,no,no,Audit observation shows activity did not trigger violation condition. ODS license and quota evidence were examined.,16,no,no,no,yes,no,yes,0.46,quota-based,deidentified_rule_mapped,yes
CASE_2633,Minamata-inspired,MIN_R02,storage_operator,mercury_waste,waste_handling,yes,yes,available,valid,0.015,0.0291,mg/L,0.515,verified,yes,yes,no,Audit observation shows activity did not trigger violation condition. Mercury value and laboratory evidence were examined.,16,no,no,yes,yes,no,yes,0.31,threshold-based,deidentified_rule_mapped,yes
CASE_2634,Stockholm-inspired,STO_R03,chemical_exporter,obsolete_pesticide_POP,disposal,yes,no,not_required,not_applicable,504.2,465.3,kg,1.084,verified,not_required,yes,no,Audit observation shows activity did not trigger violation condition. POP exemption and disposal status were examined.,16,no,no,no,yes,no,yes,0.88,exemption-based,deidentified_rule_mapped,yes
CASE_2635,Basel-inspired,BAS_R05,importer,spent_acid,movement,yes,yes,unavailable,not_recorded,636.8,2009.3,kg,0.317,missing,yes,no,yes,Audit observation lacks enough support for a confirmed legal conclusion. Hazardous waste movement trail was checked.,16,yes,no,yes,unclear,unknown,no,0.71,document-based,deidentified_rule_mapped,yes
CASE_2636,Rotterdam-inspired,ROT_R04,waste_handler,restricted_solvent,export,yes,yes,partial,not_applicable,2105.9,2037.3,kg,1.034,valid,yes,no,yes,Officer remark reports partial document trail and possible controlled activity. Export consent record was reviewed.,15,no,no,yes,yes,likely,partial,0.57,consent-based,deidentified_rule_mapped,yes
CASE_2637,Rotterdam-inspired,ROT_R03,chemical_exporter,industrial_precursor,shipment,yes,yes,partial,unclear,404.4,1222.1,kg,0.331,unverified,yes,no,no,Audit observation lacks enough support for a confirmed legal conclusion. Export consent record was reviewed.,15,yes,no,yes,unclear,unknown,no,0.86,consent-based,deidentified_rule_mapped,yes
CASE_2638,Stockholm-inspired,STO_R04,industrial_facility,POP_contaminated_material,treatment,yes,yes,partial,unclear,214.9,469.3,kg,0.458,invalid,unclear,yes,no,Audit observation lacks enough support for a confirmed legal conclusion. POP exemption and disposal status were examined.,17,yes,no,yes,yes,unknown,no,0.9,exemption-based,deidentified_rule_mapped,yes
CASE_2639,Basel-inspired,BAS_R05,importer,spent_acid,movement,yes,yes,invalid,not_applicable,2093.7,2759.7,kg,0.759,valid,yes,no,yes,Audit observation confirms breach indicators with supporting document gap. Hazardous waste movement trail was checked.,15,no,no,yes,yes,yes,yes,0.75,document-based,deidentified_rule_mapped,yes
CASE_2640,Stockholm-inspired,STO_R03,industrial_facility,obsolete_pesticide_POP,disposal,yes,yes,partial,not_recorded,162.3,264.9,kg,0.613,unverified,unclear,yes,no,Audit observation shows mixed evidence requiring human legal review. POP exemption and disposal status were examined.,16,yes,yes,yes,unclear,likely,partial,0.64,exemption-based,deidentified_rule_mapped,yes
CASE_2641,Stockholm-inspired,STO_R03,importer,obsolete_pesticide_POP,disposal,no,no,valid,valid,201.5,203.6,kg,0.99,valid,yes,yes,yes,Officer remark reports valid documentation and no threshold exceedance. POP exemption and disposal status were examined.,16,no,no,no,no,no,yes,0.58,exemption-based,deidentified_rule_mapped,yes
CASE_2642,Basel-inspired,BAS_R02,industrial_facility,waste_solvent,export,yes,yes,partial,conflicting,1292.6,1219.7,kg,1.06,valid,unclear,no,yes,Inspection note conflicts with structured record and requires officer review. Hazardous waste movement trail was checked.,16,yes,yes,yes,yes,likely,partial,0.68,document-based,deidentified_rule_mapped,yes
CASE_2643,Basel-inspired,BAS_R01,waste_handler,hazardous_waste,movement,yes,yes,missing,not_applicable,1668.6,3109.7,kg,0.537,valid,yes,yes,no,Inspection note suggests likely breach but one supporting record remains incomplete. Hazardous waste movement trail was checked.,17,no,no,yes,yes,likely,partial,0.34,document-based,deidentified_rule_mapped,yes
CASE_2644,Stockholm-inspired,STO_R02,storage_operator,PCB_stock,storage,yes,yes,missing,invalid,313.8,386.3,kg,0.812,verified,yes,yes,yes,Inspection note states that required authorization was not produced during review. POP exemption and disposal status were examined.,18,no,no,yes,yes,yes,yes,0.35,exemption-based,deidentified_rule_mapped,yes
CASE_2645,Basel-inspired,BAS_R02,importer,waste_solvent,export,yes,yes,missing,not_applicable,1477.7,1342.8,kg,1.1,partial,yes,yes,yes,Inspection note suggests likely breach but one supporting record remains incomplete. Hazardous waste movement trail was checked.,17,yes,no,yes,yes,likely,partial,0.67,document-based,deidentified_rule_mapped,yes
CASE_2646,Minamata-inspired,MIN_R01,industrial_facility,mercury_release,release,yes,yes,invalid,not_applicable,0.0736,0.0413,mg/L,1.782,verified,yes,yes,yes,Officer remark indicates regulated activity continued despite missing consent evidence. Mercury value and laboratory evidence were examined.,17,no,no,yes,yes,yes,yes,0.84,threshold-based,deidentified_rule_mapped,yes
CASE_2647,Minamata-inspired,MIN_R01,waste_handler,mercury_release,release,yes,yes,missing,not_applicable,0.0612,0.0413,mg/L,1.482,verified,yes,yes,no,Officer remark indicates regulated activity continued despite missing consent evidence. Mercury value and laboratory evidence were examined.,17,no,no,yes,yes,yes,yes,0.81,threshold-based,deidentified_rule_mapped,yes
CASE_2648,Stockholm-inspired,STO_R03,storage_operator,obsolete_pesticide_POP,disposal,yes,yes,expired,invalid,78.6,65.7,kg,1.196,valid,yes,no,no,Officer remark reports partial document trail and possible controlled activity. POP exemption and disposal status were examined.,17,yes,no,yes,yes,likely,partial,0.47,exemption-based,deidentified_rule_mapped,yes
CASE_2649,Basel-inspired,BAS_R05,storage_operator,spent_acid,movement,yes,yes,missing,not_applicable,2208.6,2593.4,kg,0.852,valid,yes,yes,yes,Audit observation confirms breach indicators with supporting document gap. Hazardous waste movement trail was checked.,15,no,no,yes,yes,yes,yes,0.71,document-based,deidentified_rule_mapped,yes
CASE_2650,Minamata-inspired,MIN_R04,industrial_facility,mercury_contaminated_effluent,treatment,no,no,valid,valid,0.0286,0.0423,mg/L,0.676,valid,not_required,yes,no,Audit observation shows activity did not trigger violation condition. Mercury value and laboratory evidence were examined.,16,no,no,no,no,no,yes,0.73,threshold-based,deidentified_rule_mapped,yes
CASE_2651,Basel-inspired,BAS_R05,industrial_facility,spent_acid,movement,yes,yes,missing,not_applicable,1285.9,4268.2,kg,0.301,valid,yes,yes,no,Officer remark indicates regulated activity continued despite missing consent evidence. Hazardous waste movement trail was checked.,16,no,no,yes,yes,yes,yes,0.7,document-based,deidentified_rule_mapped,yes
CASE_2652,Montreal-inspired,MON_R05,waste_handler,refrigerant_stock,import,yes,yes,refused,not_applicable,886.1,653.9,kg,1.355,valid,yes,no,yes,Inspection note states that required authorization was not produced during review. ODS license and quota evidence were examined.,18,no,no,yes,yes,yes,yes,0.63,quota-based,deidentified_rule_mapped,yes
CASE_2653,Montreal-inspired,MON_R04,industrial_facility,ODS_blend,sale,yes,yes,partial,unclear,186.9,146,kg,1.28,unverified,yes,no,no,Inspection note is incomplete and critical evidence could not be verified. ODS license and quota evidence were examined.,18,yes,no,yes,yes,unknown,no,0.58,quota-based,deidentified_rule_mapped,yes
CASE_2654,Basel-inspired,BAS_R05,storage_operator,spent_acid,movement,yes,yes,unclear,not_applicable,3418.2,2881.1,kg,1.186,partial,yes,no,yes,Inspection note suggests likely breach but one supporting record remains incomplete. Hazardous waste movement trail was checked.,17,no,no,yes,yes,likely,partial,0.4,document-based,deidentified_rule_mapped,yes
CASE_2655,Minamata-inspired,MIN_R01,importer,mercury_release,release,yes,yes,conflicting,unclear,0.0554,0.0413,mg/L,1.341,unverified,no,no,yes,Officer remark contains ambiguous mapping and unclear exemption status. Mercury value and laboratory evidence were examined.,16,yes,yes,yes,yes,unknown,partial,0.93,threshold-based,deidentified_rule_mapped,yes
CASE_2656,Stockholm-inspired,STO_R05,storage_operator,restricted_flame_retardant,use,yes,yes,missing,unclear,122.7,173.2,kg,0.708,partial,yes,no,yes,Officer remark reports partial document trail and possible controlled activity. POP exemption and disposal status were examined.,17,no,no,yes,yes,likely,partial,0.75,exemption-based,deidentified_rule_mapped,yes
CASE_2657,Minamata-inspired,MIN_R01,chemical_exporter,mercury_release,release,yes,yes,expired,not_applicable,0.0726,0.0413,mg/L,1.758,valid,yes,yes,yes,Officer remark reports partial document trail and possible controlled activity. Mercury value and laboratory evidence were examined.,17,no,no,yes,yes,likely,partial,0.35,threshold-based,deidentified_rule_mapped,yes
CASE_2658,Minamata-inspired,MIN_R03,industrial_facility,mercury_sludge,storage,yes,yes,missing,not_applicable,0.0251,0.022,mg/L,1.141,partial,yes,yes,no,Audit observation indicates probable non-compliance pending final evidence verification. Mercury value and laboratory evidence were examined.,16,no,no,yes,yes,likely,partial,0.47,threshold-based,deidentified_rule_mapped,yes
CASE_2659,Montreal-inspired,MON_R01,importer,controlled_ODS,import,yes,yes,invalid,not_applicable,1413.2,719.3,kg,1.965,verified,yes,no,yes,Inspection note states that required authorization was not produced during review. ODS license and quota evidence were examined.,18,no,no,yes,yes,yes,yes,0.62,quota-based,deidentified_rule_mapped,yes
CASE_2660,Rotterdam-inspired,ROT_R05,importer,listed_formulation,cross_border_sale,yes,yes,unclear,not_recorded,458.2,658.4,kg,0.696,unverified,unclear,no,yes,Officer remark reports missing record and unverified evidence quality. Export consent record was reviewed.,14,yes,no,yes,yes,unknown,no,0.71,consent-based,deidentified_rule_mapped,yes
CASE_2661,Montreal-inspired,MON_R01,chemical_exporter,controlled_ODS,import,yes,yes,unavailable,unclear,657.1,719.3,kg,0.914,missing,unclear,yes,no,Officer remark reports missing record and unverified evidence quality. ODS license and quota evidence were examined.,16,yes,no,yes,unclear,unknown,no,0.95,quota-based,deidentified_rule_mapped,yes
CASE_2662,Basel-inspired,BAS_R03,storage_operator,contaminated_sludge,transfer,yes,yes,missing,not_applicable,2875.5,4562.5,kg,0.63,valid,yes,yes,yes,Officer remark reports partial document trail and possible controlled activity. Hazardous waste movement trail was checked.,16,yes,no,yes,yes,likely,partial,0.68,document-based,deidentified_rule_mapped,yes
CASE_2663,Stockholm-inspired,STO_R05,waste_handler,restricted_flame_retardant,use,yes,yes,unavailable,unclear,3.5,15.3,kg,0.229,invalid,yes,no,yes,Inspection note is incomplete and critical evidence could not be verified. POP exemption and disposal status were examined.,18,yes,no,yes,yes,unknown,no,0.49,exemption-based,deidentified_rule_mapped,yes
CASE_2664,Basel-inspired,BAS_R04,industrial_facility,e_waste_residue,disposal_transfer,yes,yes,unclear,conflicting,293.2,632.6,kg,0.463,valid,unclear,no,no,Officer remark contains ambiguous mapping and unclear exemption status. Hazardous waste movement trail was checked.,15,yes,yes,yes,yes,unknown,partial,0.64,document-based,deidentified_rule_mapped,yes
CASE_2665,Basel-inspired,BAS_R04,importer,e_waste_residue,disposal_transfer,yes,yes,missing,unclear,898.7,1721.8,kg,0.522,unverified,yes,no,yes,Officer remark reports missing record and unverified evidence quality. Hazardous waste movement trail was checked.,15,yes,no,yes,unclear,unknown,no,0.79,document-based,deidentified_rule_mapped,yes
CASE_2666,Rotterdam-inspired,ROT_R01,chemical_exporter,listed_pesticide,export,yes,yes,refused,not_applicable,1332.6,2090.7,kg,0.637,verified,yes,no,yes,Audit observation confirms breach indicators with supporting document gap. Export consent record was reviewed.,14,no,no,yes,yes,yes,yes,0.66,consent-based,deidentified_rule_mapped,yes
CASE_2667,Montreal-inspired,MON_R02,chemical_exporter,CFC_stock,production,yes,yes,conflicting,not_recorded,359.3,266.5,kg,1.348,valid,unclear,no,no,Officer remark contains ambiguous mapping and unclear exemption status. ODS license and quota evidence were examined.,16,yes,yes,yes,yes,likely,partial,0.94,quota-based,deidentified_rule_mapped,yes
CASE_2668,Montreal-inspired,MON_R04,waste_handler,ODS_blend,sale,yes,yes,partial,not_applicable,304.8,146,kg,2.088,partial,yes,no,no,Audit observation indicates probable non-compliance pending final evidence verification. ODS license and quota evidence were examined.,16,yes,no,yes,yes,likely,partial,0.82,quota-based,deidentified_rule_mapped,yes
CASE_2669,Basel-inspired,BAS_R01,storage_operator,hazardous_waste,movement,yes,yes,unclear,conflicting,1193.4,2399.7,kg,0.497,partial,yes,yes,yes,Officer remark contains ambiguous mapping and unclear exemption status. Hazardous waste movement trail was checked.,15,yes,yes,yes,yes,unknown,partial,0.97,document-based,deidentified_rule_mapped,yes
CASE_2670,Basel-inspired,BAS_R02,waste_handler,waste_solvent,export,yes,yes,unavailable,unclear,1322.6,1874,kg,0.706,unverified,unclear,no,yes,Inspection note is incomplete and critical evidence could not be verified. Hazardous waste movement trail was checked.,17,yes,no,yes,yes,unknown,no,0.71,document-based,deidentified_rule_mapped,yes
CASE_2671,Rotterdam-inspired,ROT_R02,importer,hazardous_chemical,cross_border_sale,yes,yes,missing,not_applicable,1420.4,1626.7,kg,0.873,verified,yes,no,yes,Inspection note states that required authorization was not produced during review. Export consent record was reviewed.,16,no,no,yes,yes,yes,yes,0.62,consent-based,deidentified_rule_mapped,yes
